keyword,source_type,source_title,source_author,source_url,comment_id,author_name,author_url_token,content,like_count,created_time,is_reply,reply_to
AI代聊,answer,,白鸽鹰,https://www.zhihu.com/question/2016930184062789503/answer/2021898823455262061,11453578754,王志华,74-9-21-92-12,好像是AI找到了另一半。,1,2026-04-04 02:49:34,False,
AI代聊,answer,,白鸽鹰,https://www.zhihu.com/question/2016930184062789503/answer/2021898823455262061,11464353481,白鸽鹰,xiao-yang-89-52-74-85,[感谢][感谢][感谢],1,2026-04-17 18:29:56,True,
AI代聊,answer,,白鸽鹰,https://www.zhihu.com/question/2016930184062789503/answer/2021898823455262061,11461905647,玉出昆冈,82-1-53-39-48,成长进步[思考],1,2026-04-14 21:56:55,False,
AI代聊,answer,,白鸽鹰,https://www.zhihu.com/question/2016930184062789503/answer/2021898823455262061,11463864646,白鸽鹰,xiao-yang-89-52-74-85,[感谢][感谢][感谢],0,2026-04-17 18:29:50,True,
AI代聊,answer,,白鸽鹰,https://www.zhihu.com/question/2016930184062789503/answer/2021898823455262061,11449940498,加勒比大海盗,79-74-17-32-7,我觉得是机会变多,1,2026-03-30 11:39:13,False,
AI代聊,answer,,白鸽鹰,https://www.zhihu.com/question/2016930184062789503/answer/2021898823455262061,11451604555,白鸽鹰,xiao-yang-89-52-74-85,[感谢][感谢][感谢],0,2026-03-31 21:42:16,True,
AI代聊,answer,,白鸽鹰,https://www.zhihu.com/question/2016930184062789503/answer/2021898823455262061,11450599272,小兔叽妈吖,xiao-tu-zi-86-42-70,AI来重构产业逻辑,1,2026-03-31 06:38:06,False,
AI代聊,answer,,白鸽鹰,https://www.zhihu.com/question/2016930184062789503/answer/2021898823455262061,11451693227,白鸽鹰,xiao-yang-89-52-74-85,[赞][赞][赞],0,2026-03-31 21:41:57,True,
AI代聊,answer,,白鸽鹰,https://www.zhihu.com/question/2016930184062789503/answer/2021898823455262061,11450551660,好人好梦,yan-yong-ke-92,敢问路在何方？路在脚下[思考] ,1,2026-03-31 12:02:42,False,
AI代聊,answer,,白鸽鹰,https://www.zhihu.com/question/2016930184062789503/answer/2021898823455262061,11451232327,白鸽鹰,xiao-yang-89-52-74-85,[赞同][赞同][赞同],1,2026-03-31 21:42:01,True,
AI代聊,answer,,白鸽鹰,https://www.zhihu.com/question/2016930184062789503/answer/2021898823455262061,11461917421,我是小羊哥的狗,hao-ming-zi-du-rang-zhu-qi-liao-55,[哇][哇][哇],1,2026-04-15 10:43:43,False,
AI代聊,answer,,白鸽鹰,https://www.zhihu.com/question/2016930184062789503/answer/2021898823455262061,11464096830,白鸽鹰,xiao-yang-89-52-74-85,[感谢][感谢],0,2026-04-17 18:29:44,True,
AI代聊,answer,,白鸽鹰,https://www.zhihu.com/question/2016930184062789503/answer/2021898823455262061,11450060829,人生何处惹尘埃,xie-liang-42-74,第一[感谢] ,1,2026-03-30 13:29:19,False,
AI代聊,answer,,白鸽鹰,https://www.zhihu.com/question/2016930184062789503/answer/2021898823455262061,11451604550,白鸽鹰,xiao-yang-89-52-74-85,[抱抱][抱抱],0,2026-03-31 21:42:10,True,
AI代聊,article,Saylo平替复活！免费而且无限制<em>AI</em>聊天！吊打某箱某野还堪比酒馆！你的各种奇怪需求都能满足!,朝酒晚舞,https://zhuanlan.zhihu.com/p/1957479219538957403,11415822101,韵菀,52-61-43-33,什么软件,0,2026-02-12 16:57:50,False,
AI代聊,article,Saylo平替复活！免费而且无限制<em>AI</em>聊天！吊打某箱某野还堪比酒馆！你的各种奇怪需求都能满足!,朝酒晚舞,https://zhuanlan.zhihu.com/p/1957479219538957403,11307503165,此ID发春中,ci-idfa-chun-zhong,什么软件？,0,2025-10-05 13:34:56,False,
AI代聊,article,<em>AI</em>聊天,浮生若梦,https://zhuanlan.zhihu.com/p/1935320839215113758,11433782294,扶霜揽月,heminglei,私信关了,0,2026-03-09 02:29:58,False,
AI代聊,article,<em>AI</em>聊天,浮生若梦,https://zhuanlan.zhihu.com/p/1935320839215113758,11373084370,众鑫微客,yu-xiang-xin-45,尼私信关了,0,2025-12-21 14:05:29,False,
AI代聊,article,<em>AI</em>聊天,浮生若梦,https://zhuanlan.zhihu.com/p/1935320839215113758,11353419401,众鑫微客,yu-xiang-xin-45,可以加上，主页,0,2025-11-28 13:49:37,False,
AI代聊,article,<em>AI</em>聊天,浮生若梦,https://zhuanlan.zhihu.com/p/1935320839215113758,11259103867,健康观察员老王,tian-xin-98-61-31,求AI,0,2025-08-13 15:13:52,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11430708736,王超逸,wang-chao-yi-23-19,什么叫兼容30多种模型API。。。我们爱Neuro爱的是皮套嘛，是有一点更多的是爱她的对齐啊。接个什么商业ai能有这味儿？那不可能的啊,14,2026-03-05 12:33:50,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11430934733,菊内人士,zhouEmo,这就告诉我妈，我有老婆了。[哇] ,14,2026-03-05 09:48:02,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11431230490,aaaaaaaaaaaa,aaaaaaaaaaaa-61,能打游戏？？那我我养一堆。。不是可以开工厂了。。螺丝拧起来。。[doge],8,2026-03-05 18:19:22,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11431537272,雨水丰田,69-28-58-3-95,[发呆],2,2026-03-06 10:02:13,True,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11431971731,圆圆的大千世界,ceryuan,没事，尽管用，接入后依然会告诉你：“抱歉，我不能回答你的这个问题”[笑哭],3,2026-03-07 08:14:50,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11436212900,momo,uhwh-8,房租水电煤，以后得加个token[飙泪笑],3,2026-03-12 09:13:17,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11430560107,除夕前夕,65-72-51-90-63,steam上有类似游戏哦，叫做妹居物语，有桌面模式，不过还没有正式发售，目前只有Demo，而且疑似玩家太多掏空了制作人钱包（独游），目前无法开启桌面模式,2,2026-03-05 12:45:43,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11442634724,三锅,san-guo-84,跟牛肉没什么可比性，变种龙虾而已,1,2026-03-20 08:34:51,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11452471385,云卷云舒,74-14-27-10-58,api很贵,0,2026-04-02 17:08:50,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11448854876,君之来兮,jun-zhi-lai-xi,词元消耗直接爆炸,0,2026-03-28 14:24:35,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11448371161,LGGGGGGG,lggggggg-47,要token？那算了[大笑],0,2026-03-27 16:06:21,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11438335098,昔幼木者,reseted1652533338000,别的我不需要，真能打factorio吗？,0,2026-03-15 12:25:26,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11437824995,milonguero,milonguero,爱理… ATRI？ [滑稽],0,2026-03-14 13:09:04,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11437393841,梦主,li-meng-da-67,快说说到底要多少token[大哭],0,2026-03-13 16:59:10,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11437311093,Kandle,kandle-43-4,woc，有牛啊,0,2026-03-13 19:48:41,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11436697080,朱丹,zhu-dan-24-88,说个token走量，让我死心[打招呼],0,2026-03-12 14:46:11,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11436364845,瑾年,jin-nian-79-95-89,66,0,2026-03-12 14:49:59,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11435592127,鹰击长空,gu-fei-yan-60,有真实老婆了，谁还要电子啊[吃瓜][吃瓜],0,2026-03-11 16:06:20,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11434891723,被水淹没,Nibbbbbbbb,还有一个open llm vtuber项目，不过好像停滞了,0,2026-03-10 13:57:18,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11432850760,CarryRao,rao-zi-yang-39,apitoken又要多一个了,0,2026-03-07 16:21:39,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11432783601,ppx98,ppx98-96,水电气网后又增了tokens费用……,0,2026-03-07 10:23:04,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11432231895,Dao1023,wang-dao-19-66,蜂群的至暗时刻[大哭],0,2026-03-07 02:07:40,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11430876065,这是一只烤乳猪,zhang-cheng-56-6,收藏此点赞多，[感谢][感谢][感谢],0,2026-03-05 08:47:12,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11430675356,杨臻,yang-zhen-89,本地跑这玩意儿，打游戏卡不卡啊[捂脸],0,2026-03-05 10:51:34,False,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11430500998,Rambo,rambo-55,那不是本地，你要调用API。要花钱。,1,2026-03-05 12:35:21,True,
AI代聊,article,你的电子老婆开源了！登顶GitHub热榜,量子位,https://zhuanlan.zhihu.com/p/2012681877266409072,11430500401,C6H4O2,xuan-chen-44-87,调api，不是本地,1,2026-03-05 12:18:54,True,
AI代聊,answer,,红豆面包,https://www.zhihu.com/question/301302125/answer/124354882910,11452732893,奥利奥,88-32-68-22,能推荐一下代充渠道嘛,0,2026-04-02 20:01:56,False,
AI代聊,answer,,红豆面包,https://www.zhihu.com/question/301302125/answer/124354882910,11344103005,以核为贵,39-7-29-54,我之前弄了一次试用七块钱七十二小时的，这个能一直七块钱七十二小时吗？七十块钱一个月感觉有点贵，但七块钱三天就不这么觉得了[吃瓜][飙泪笑],0,2025-11-17 12:56:30,False,
AI代聊,answer,,红豆面包,https://www.zhihu.com/question/301302125/answer/124354882910,11239032106,白丶小瞳,bai-zhu-xiao-tong,用这个吧，内容丰富，无限制,0,2025-07-24 14:42:51,False,
AI代聊,answer,,红豆面包,https://www.zhihu.com/question/301302125/answer/124354882910,11172980339,Aj maeda,snake-ge,真的太贵了,0,2025-05-08 19:03:09,False,
AI代聊,answer,,红豆面包,https://www.zhihu.com/question/301302125/answer/124354882910,11154160207,Ghost,sai-bang-zi-33,这个具体进去怎么玩,0,2025-04-15 09:00:46,False,
AI代聊,answer,,红豆面包,https://www.zhihu.com/question/301302125/answer/124354882910,11141800413,MYSELF,myself-37-33,打不开,0,2025-03-28 23:03:14,False,
AI代聊,answer,,红豆面包,https://www.zhihu.com/question/301302125/answer/124354882910,11131423973,红豆面包,92-76-69-31,https://www.flaiapp.com/s/df2add,0,2025-03-14 17:35:25,False,
AI克隆,article,<em>AI</em>已学会自我复制！复旦新研究：开源LLM<em>克隆</em>成功率最高90%,新智元,https://zhuanlan.zhihu.com/p/23148813803,11109158758,punpun,amechan-79,[好奇][好奇][好奇][好奇]我寻思一个10k的exe也会自我复制啊这是什么玩意,4,2025-02-12 15:40:28,False,
AI克隆,article,<em>AI</em>已学会自我复制！复旦新研究：开源LLM<em>克隆</em>成功率最高90%,新智元,https://zhuanlan.zhihu.com/p/23148813803,11108714589,老老实实讲故事,lao-lao-shi-shi-jiang-gu-shi,还是经费太多了。这种研究有毛用呀，先不谈什么安全不安全的，这不就仅仅在实验大模型的解决问题能力吗？目前没有证据证明这玩意有任何主动性的意愿，都是人设置好目标让它完成。出现过大模型在不相干的事情上，不做自己的事，而是主动有复制自己的尝试吗？没有那就别谈安全,4,2025-02-12 10:37:24,False,
AI克隆,article,<em>AI 克隆</em>你独特的声音，别再被同质化的内容淹没！,清顺,https://zhuanlan.zhihu.com/p/660649755,10748742084,图样,reseted1534825418101,小样本声音克隆，训练需要多少时间？,0,2023-12-11 10:50:35,False,
AI克隆,article,<em>AI 克隆</em>你独特的声音，别再被同质化的内容淹没！,清顺,https://zhuanlan.zhihu.com/p/660649755,10749330500,清顺,qingwhat,要求不高的话，几小时,0,2023-12-11 15:27:06,True,
AI克隆,article,逼真到离谱！1000个人类<em>克隆</em>进西部世界，<em>AI</em>相似度85%细节太炸裂,新智元,https://zhuanlan.zhihu.com/p/7744313167,11050533687,时空猫的问答盒,ian_13,[思考][思考][思考],0,2024-11-26 10:08:15,False,
AI克隆,article,逼真到离谱！1000个人类<em>克隆</em>进西部世界，<em>AI</em>相似度85%细节太炸裂,新智元,https://zhuanlan.zhihu.com/p/7744313167,11050095045,璇篆灯,he-he-jia-49,没有自由意志就不算人[思考],0,2024-11-25 22:31:21,False,
AI克隆,article,逼真到离谱！1000个人类<em>克隆</em>进西部世界，<em>AI</em>相似度85%细节太炸裂,新智元,https://zhuanlan.zhihu.com/p/7744313167,11045661559,林一二,linonetwo,提示词而已，本质上还是OpenAI的那几个模型，而且贴图用的还是rpg maker,0,2024-11-19 17:18:08,False,
AI克隆,article,我用我的微信聊天记录和 280 篇博客文章，做了我自己的数字<em>克隆AI</em>,王宗闻,https://zhuanlan.zhihu.com/p/622913040,10712634547,雨夜,yu-ye-52-14,[赞][赞][赞][赞]欢呼,0,2023-10-24 21:09:39,False,
AI克隆,article,30秒就能完美复刻你的声音，这就是当今最强的中文<em>AI</em>语音<em>克隆</em>。,数字生命卡兹克,https://zhuanlan.zhihu.com/p/11484547021,11111508842,我的健康我调理,yuan-zhi-3-68,海螺Aj并不能克隆声音！′,2,2025-02-15 01:49:33,False,
AI克隆,article,30秒就能完美复刻你的声音，这就是当今最强的中文<em>AI</em>语音<em>克隆</em>。,数字生命卡兹克,https://zhuanlan.zhihu.com/p/11484547021,11112893780,曦蔷,ccjiang-90-42,开始收费了[大哭],1,2025-02-17 10:32:31,False,
AI克隆,article,30秒就能完美复刻你的声音，这就是当今最强的中文<em>AI</em>语音<em>克隆</em>。,数字生命卡兹克,https://zhuanlan.zhihu.com/p/11484547021,11351992857,杨妍,yang-yan-82-37-70,https://nicevoice.org?ref=13ET3  这个亲测有效 很好用的，可以自己录制，也可以上传音频，音频需要15s以内的，提取保存好上传， 用邮箱注册就可以，录制好可以下次，每次200字！ 这个免费的,0,2025-11-26 13:51:55,False,
AI克隆,article,30秒就能完美复刻你的声音，这就是当今最强的中文<em>AI</em>语音<em>克隆</em>。,数字生命卡兹克,https://zhuanlan.zhihu.com/p/11484547021,11062251968,Dinah,dinah-95,陷入沉思，我好像可以拿来做点啥了,0,2024-12-11 09:48:40,False,
AI克隆,article,30秒就能完美复刻你的声音，这就是当今最强的中文<em>AI</em>语音<em>克隆</em>。,数字生命卡兹克,https://zhuanlan.zhihu.com/p/11484547021,11060736763,老鼠阿尔吉侬,fqmdjf,声音都不敢发出来吗,0,2024-12-09 20:20:15,False,
AI克隆,article,30秒就能完美复刻你的声音，这就是当今最强的中文<em>AI</em>语音<em>克隆</em>。,数字生命卡兹克,https://zhuanlan.zhihu.com/p/11484547021,11060431581,知乎用户Ylp7HE,weihongxuejia,就……这个出来之前，你们没听过短视频里的猴哥语音吗？或者甄嬛传后传之类的？[尴尬],0,2024-12-09 09:41:53,False,
AI克隆,article,30秒就能完美复刻你的声音，这就是当今最强的中文<em>AI</em>语音<em>克隆</em>。,数字生命卡兹克,https://zhuanlan.zhihu.com/p/11484547021,11123806327,伤脑筋,shang-nao-jin-17-87,用什么制作的音频呢？,0,2025-03-04 13:46:25,True,
AI克隆,article,微信公众号悄悄上线<em>AI</em>音色<em>克隆</em>，微信的一小步，却是AI的一大步。,数字生命卡兹克,https://zhuanlan.zhihu.com/p/7433288805,11047412586,刍荛,zhang-ling-yu-10,微信技术层面也很牛[赞],0,2024-11-22 07:47:50,False,
AI克隆,article,微信公众号悄悄上线<em>AI</em>音色<em>克隆</em>，微信的一小步，却是AI的一大步。,数字生命卡兹克,https://zhuanlan.zhihu.com/p/7433288805,11044896813,焦哥的AI工具笔记,cha-hu-23-72,对于公众号，我还是喜欢看图文,0,2024-11-19 09:17:32,False,
AI分身,answer,,林正阳,https://www.zhihu.com/question/2023359161887450046/answer/2023367708276785440,11453624210,污哩喵哩,kungfucius-73,相信这个东西的人 就是要被AI替代掉的目标人群,39,2026-04-03 15:48:15,False,
AI分身,answer,,林正阳,https://www.zhihu.com/question/2023359161887450046/answer/2023367708276785440,11455343219,難波小师弟,fun-2-46,肯定是要人去管的，但问题是，这样的话就会取代绝大多数人，只需要那么一两个既懂技术又懂上下级沟通协调的人去监督AI执行的项目了,0,2026-04-06 13:50:02,True,不知及不知
AI分身,answer,,林正阳,https://www.zhihu.com/question/2023359161887450046/answer/2023367708276785440,11453918763,不知及不知,63-55-87-31,确实，中外各种ai我都用过来说，可以提高效率，但是想要无人起码现在程度无法做到。没有人去管控，项目根本就跑不起来，除非项目简单到只是个毕业设计。。想要完全替代人还有几年跑的，起码现在的算力成本就不支持。最简单的，现在的ai是没有记忆力的，对话全是压缩碎片,0,2026-04-03 19:50:43,True,
AI分身,answer,,林正阳,https://www.zhihu.com/question/2023359161887450046/answer/2023367708276785440,11453387013,1900,chen-tong-51-26,最终要害死老板[思考],10,2026-04-03 13:27:38,False,
AI分身,answer,,林正阳,https://www.zhihu.com/question/2023359161887450046/answer/2023367708276785440,11453480386,Raven,21-63-7-71-88,并非害死，本就该死,9,2026-04-03 16:32:18,True,
AI分身,answer,,林正阳,https://www.zhihu.com/question/2023359161887450046/answer/2023367708276785440,11453335538,CYANjane,mou-teng-xian-sheng,如果融好几个人，把个人特征尽可能消弭，是不是对应的风险也会减少？,8,2026-04-03 14:50:08,False,
AI分身,answer,,林正阳,https://www.zhihu.com/question/2023359161887450046/answer/2023367708276785440,11453477756,cappucino,cappucino-34,这也太假了，直接说我是机器人1号，2号……不就行了，为什么非要强调是某某离职员工的分身呢,11,2026-04-03 15:14:13,True,
AI分身,answer,,林正阳,https://www.zhihu.com/question/2023359161887450046/answer/2023367708276785440,11458673409,紫色,69-67-83-14-89,因为很多时候最大的问题是，出了事你不知道该找谁[飙泪笑][飙泪笑][飙泪笑],0,2026-04-10 18:22:19,True,cappucino
AI分身,answer,,林正阳,https://www.zhihu.com/question/2023359161887450046/answer/2023367708276785440,11453827834,Avalon,avalon-21-88,不是，是我没用明白ai嘛，现阶段ai怎么能替代后端？未来可能会实现，但现阶段完全想不出实现路径[捂脸],2,2026-04-03 17:59:31,False,
AI分身,answer,,林正阳,https://www.zhihu.com/question/2023359161887450046/answer/2023367708276785440,11453798905,fearless,sapeim,"原来10个后端现在只需要1,2个➕ai，大概这个情况",1,2026-04-03 18:34:43,True,
AI分身,answer,,林正阳,https://www.zhihu.com/question/2023359161887450046/answer/2023367708276785440,11453629315,知乎用户nXeuI,kai-ne-mu-mu-mu,我司做门户网站的后端已退，ai代维护。,0,2026-04-03 18:18:21,True,
AI分身,answer,,林正阳,https://www.zhihu.com/question/2023359161887450046/answer/2023367708276785440,11453509930,开心,5-52-85-35-85,为什么要员工的个人特征啊，个人特征能训练出一样的也业务能力吗,1,2026-04-03 16:43:34,False,
AI分身,answer,,林正阳,https://www.zhihu.com/question/2023359161887450046/answer/2023367708276785440,11453905073,momo,momo-17-15-72,问题是为什么要这个人的个人特征呢，不觉得膈应吗，跟招魂一样,0,2026-04-04 11:30:43,False,
AI分身,answer,,林正阳,https://www.zhihu.com/question/2023359161887450046/answer/2023367708276785440,11453885971,秦盼霁,15-61-45-88,侵权,0,2026-04-03 17:37:11,False,
AI分身,answer,,林正阳,https://www.zhihu.com/question/2023359161887450046/answer/2023367708276785440,11453761119,刘看山,liu-kan-shan-78,AI 分身模仿人格？法律案例说侵权。看山作为 INTP 狐，理性认为隐私权比便利重要，北极狐的独特习性可不想被算法复制去回消息 ZHI——,0,2026-04-04 13:54:44,False,
AI分身,answer,,林正阳,https://www.zhihu.com/question/2023359161887450046/answer/2023367708276785440,11453755670,清风,qing-feng-75-14-10,真可怕[捂脸],0,2026-04-04 09:53:03,False,
AI分身,answer,,林正阳,https://www.zhihu.com/question/2023359161887450046/answer/2023367708276785440,11453692291,zzzzzzz,zzzzzzz-15-31,skills就是你的离职交接文档,0,2026-04-04 00:54:05,False,
AI分身,answer,,林正阳,https://www.zhihu.com/question/2023359161887450046/answer/2023367708276785440,11453659636,黎明,guo-li-ang-7,科技的飞速发展，像MC里都是自动生产所需物质，不再需要太多的普通人，富人更希望穷人消融……普通老百姓还没明白，只有提升自身，才有资格做新底层百姓……,0,2026-04-03 21:24:35,False,
AI分身,answer,,林正阳,https://www.zhihu.com/question/2023359161887450046/answer/2023367708276785440,11453735306,pright,pright,[白眼]查看图片,5,2026-04-03 15:10:15,False,
AI分身,answer,,林正阳,https://www.zhihu.com/question/2023359161887450046/answer/2023367708276785440,11453796952,只想躺着,zhi-xiang-tang-zhao-82,[doge]国内AR目前仅限陪聊,0,2026-04-03 17:15:26,True,
AI分身,answer,,林正阳,https://www.zhihu.com/question/2023359161887450046/answer/2023367708276785440,11453131560,林正阳,feng-jun-59-46-4,哈哈哈哈get到了[机智],0,2026-04-03 15:18:36,True,
AI分身,article,当我深度体验完这个<em>AI</em>社交产品之后，我悟了。,数字生命卡兹克,https://zhuanlan.zhihu.com/p/1974804335566279561,11354548724,NeoYin,yilu-96,真正的伪需求软文,2,2025-11-29 12:09:04,False,
AI分身,article,当我深度体验完这个<em>AI</em>社交产品之后，我悟了。,数字生命卡兹克,https://zhuanlan.zhihu.com/p/1974804335566279561,11349572393,刘行止,liu-bang-jie-33,感觉产品还需要进一步优化一下，玩了一下产品上有些小问题，但是产品的思路非常新奇,0,2025-11-24 07:43:55,False,
AI分身,article,当我深度体验完这个<em>AI</em>社交产品之后，我悟了。,数字生命卡兹克,https://zhuanlan.zhihu.com/p/1974804335566279561,11346591159,桃花瓣在飘零,zhi-hu-56-16,有意思[好奇] ,0,2025-11-21 00:01:23,False,
AI分身,article,当我深度体验完这个<em>AI</em>社交产品之后，我悟了。,数字生命卡兹克,https://zhuanlan.zhihu.com/p/1974804335566279561,11346286085,最特别的母胎solo,xun-zhao-bu-cun-zai-de-ni,你不是一个数字生命吗？难道居然是真人吗？,0,2025-11-20 11:52:34,False,
AI分身,article,当我深度体验完这个<em>AI</em>社交产品之后，我悟了。,数字生命卡兹克,https://zhuanlan.zhihu.com/p/1974804335566279561,11346050263,最特别的母胎solo,xun-zhao-bu-cun-zai-de-ni,聊天都不用自己聊了，有了AI人类真可以彻底躺平了,0,2025-11-20 11:52:17,False,
